Latitud,Longitud,Tipo Vegetación,Duración días,Tipo impacto
26.431856,-107.8450028,1,1.0,2
19.299905,-98.73362541,1,1.0,2
16.944944,-97.35026111,1,4.0,2
19.988889,-99.90638889,1,1.0,2
17.265189,-91.07420833,13,2.0,3
16.235722,-96.60794444,1,2.0,1
19.635194,-100.2761667,1,1.0,1
18.897222,-99.73027778,1,2.0,2
19.095472,-89.14291667,14,7.0,2
24.094697,-105.8296833,1,4.0,2
20.718,-104.981,1,4.0,1
19.336639,-100.2307778,1,1.0,2
19.339722,-99.46166667,1,2.0,2
31.993722,-116.68525,2,1.0,2
16.808936,-93.52961944,13,7.0,2
26.40652778,-106.5478306,1,2.0,1
18.52838056,-102.3145722,13,2.0,2
18.154156,-98.87613056,13,2.0,2
28.707022,-101.7249472,4,4.0,2
21.26207778,-89.62504444,3,1.0,2
20.742483,-103.5742611,1,2.0,2
19.041389,-99.66755556,1,1.0,2
19.547639,-97.16202778,1,1.0,1
32.278208,-116.2261472,2,4.0,2
26.77045,-107.3119944,1,4.0,2
19.595278,-97.09416667,1,4.0,2
19.419083,-101.8808889,1,1.0,2
26.513931,-107.2861056,1,1.0,1
26.481361,-106.4979167,1,1.0,1
16.87525,-92.924,1,4.0,3
16.380528,-93.88466667,1,2.0,1
19.556758,-102.1245083,1,1.0,1
23.486069,-105.3210194,1,7.0,1
19.0225,-99.36338889,1,1.0,2
19.01,-99.78083333,1,1.0,2
19.445706,-104.6456389,1,2.0,1
19.364139,-101.6280833,1,1.0,2
18.04653889,-100.1266194,13,2.0,2
16.343325,-96.57230278,1,1.0,1
28.667853,-106.7554167,1,2.0,1
19.440028,-102.4905556,1,2.0,2
19.893881,-98.42093861,1,1.0,2
20.535722,-89.30825,14,4.0,2
17.716819,-99.48410833,1,2.0,2
27.308883,-101.01805,5,4.0,2
24.346919,-105.5463889,1,1.0,1
19.32119444,-100.8368889,1,7.0,3
19.68648333,-100.6453194,1,2.0,2
19.060722,-100.1465,1,1.0,2
27.543778,-107.8205556,1,1.0,1
15.180306,-92.17036111,1,4.0,2
19.82186111,-103.6033611,1,2.0,1
19.192389,-100.1817222,1,2.0,2
16.855539,-98.66896667,1,4.0,2
18.349864,-100.2317917,13,4.0,2
19.440417,-104.0845194,1,7.0,2
21.28452222,-87.68358611,14,2.0,3
19.929444,-89.04516667,14,2.0,2
21.759047,-101.163925,1,7.0,3
19.018333,-99.90655556,1,1.0,2
19.526667,-101.6038889,1,1.0,1
18.988806,-99.59502778,1,1.0,2
15.309772,-92.94376944,1,1.0,2
16.533131,-97.66941944,1,2.0,1
16.52449722,-92.19057778,1,2.0,2
19.083028,-99.55344444,1,1.0,1
15.355467,-93.06461667,16,2.0,2
19.38815,-100.1754278,1,1.0,2
27.776089,-107.6461583,1,1.0,2
19.90589,-98.44370139,1,2.0,2
16.016292,-93.02179444,1,2.0,2
19.195833,-100.1761944,1,2.0,2
15.120444,-92.69794444,15,2.0,2
17.27232222,-99.68116389,13,2.0,2
20.343981,-98.41142778,1,1.0,1
19.300025,-100.0164444,1,1.0,2
15.939914,-93.62943056,13,7.0,2
19.634111,-99.39408333,1,1.0,1
16.293169,-93.08326111,1,2.0,2
25.678361,-100.675,4,1.0,2
19.82896111,-103.4604194,13,1.0,1
17.271958,-91.07224444,13,2.0,3
19.119361,-99.34286111,1,1.0,1
18.859167,-101.7097222,13,2.0,2
22.78305556,-104.5641667,1,2.0,1
15.452014,-93.11203056,15,2.0,2
20.707803,-88.76672778,14,2.0,2
22.615847,-104.2108194,1,7.0,2
27.292333,-112.9090278,6,2.0,2
24.082917,-105.5060833,1,4.0,1
15.994144,-93.48498333,1,2.0,2
19.032111,-100.0963333,1,1.0,2
15.112833,-92.69172222,15,2.0,2
18.919083,-101.7524472,13,2.0,2
19.344281,-98.62090278,1,1.0,1
18.953056,-99.74194444,1,1.0,2
19.112008,-98.64048056,10,2.0,2
18.931944,-90.11194444,13,2.0,2
27.738783,-107.6476361,1,1.0,2
19.19796667,-100.24015,13,2.0,2
26.471258,-107.2900778,1,1.0,1
19.733358,-101.7169472,1,2.0,3
19.326389,-102.0772222,1,1.0,2
20.576742,-103.4774944,1,2.0,2
18.987139,-99.45388889,1,1.0,2
19.24,-98.79163889,1,1.0,2
18.969833,-100.0147778,1,1.0,2
19.161361,-99.09533333,1,1.0,1
19.209528,-99.32538889,1,2.0,2
18.977667,-99.38113889,1,1.0,2
17.21208333,-96.20991667,1,2.0,2
19.573889,-99.09111111,4,1.0,2
28.028583,-107.6808667,1,7.0,3
15.6923,-92.37615833,1,2.0,1
18.744444,-103.3419444,13,1.0,2
16.975614,-93.54854167,13,4.0,2
17.000806,-96.12502778,1,2.0,2
15.161944,-92.85777778,16,2.0,2
19.266944,-102.0388056,1,2.0,2
26.517317,-107.7886694,1,2.0,2
20.632783,-99.27774444,1,2.0,2
21.093278,-89.19452778,13,1.0,2
18.97148889,-101.7844194,13,2.0,2
27.704975,-107.6393806,1,1.0,2
16.98904444,-97.95854167,1,2.0,2
26.102639,-106.6695556,1,1.0,1
23.025267,-100.0088333,4,7.0,2
18.975142,-99.31580529,1,1.0,2
31.923011,-116.7159944,4,1.0,2
16.352222,-93.73316667,1,2.0,2
19.108686,-100.0934472,1,1.0,2
19.598056,-100.1743889,1,1.0,1
27.894892,-107.3135306,1,7.0,2
18.97586111,-97.31344444,1,4.0,2
18.199761,-100.9923083,1,2.0,2
15.122747,-92.72655,15,2.0,2
19.528611,-102.0197222,1,7.0,2
16.92938611,-99.87781667,13,2.0,2
27.668733,-108.0616806,1,4.0,2
19.611036,-104.5671194,14,4.0,2
21.527944,-88.57444444,15,2.0,3
19.60408333,-100.9066944,1,1.0,2
19.317889,-98.73516667,1,1.0,2
17.168314,-99.61395,13,2.0,2
21.393389,-104.9551556,1,1.0,1
19.750036,-99.70143333,1,1.0,2
19.286828,-100.0426806,1,1.0,2
18.95081389,-90.21612778,14,7.0,2
19.787472,-99.74344444,1,1.0,1
17.940861,-90.28169444,14,2.0,2
19.183306,-100.0758333,1,1.0,2
23.389947,-105.0882389,1,4.0,1
19.337583,-99.42483333,1,1.0,2
18.982833,-99.33286111,1,1.0,1
25.863631,-106.8244667,1,1.0,2
18.415614,-102.3533528,13,2.0,2
20.640889,-103.485,1,1.0,1
29.172856,-118.2854111,1,7.0,2
18.97857222,-101.7285917,13,1.0,2
16.834764,-98.46353889,1,4.0,2
19.291861,-98.70363889,1,1.0,3
18.933222,-100.1468333,1,1.0,2
27.705517,-107.5992444,1,1.0,2
16.332961,-93.90314167,1,4.0,2
19.794461,-99.85340833,1,1.0,2
19.078944,-99.33002778,1,1.0,3
18.005103,-101.0003722,1,4.0,2
20.801656,-103.7549861,1,2.0,1
19.746,-98.50960833,1,1.0,2
20.972028,-89.88563889,13,2.0,2
17.870303,-101.3382278,1,7.0,2
25.052422,-106.0543861,1,7.0,3
18.966944,-99.16441667,13,1.0,1
19.583694,-100.3213333,1,2.0,2
27.906333,-107.6146056,1,1.0,1
24.28945,-101.1534694,4,4.0,2
21.757917,-99.55194444,1,7.0,2
17.625836,-96.78394444,1,2.0,3
19.01834444,-99.95723056,1,1.0,1
16.883942,-99.91065278,13,2.0,1
26.742358,-106.971325,1,7.0,2
20.013306,-89.06333333,14,1.0,2
19.104444,-98.65770309,10,1.0,2
27.623019,-107.6412389,1,1.0,3
20.5259,-98.17971111,13,1.0,1
19.829128,-99.82548889,1,1.0,2
16.67763889,-92.87003889,1,2.0,2
19.25297222,-98.69277778,1,2.0,2
20.415194,-101.7561111,13,2.0,2
14.79088611,-92.48045556,3,4.0,2
15.82181667,-93.04744722,1,2.0,2
32.529083,-116.7931389,2,2.0,2
19.49152778,-104.0993722,1,2.0,2
19.350167,-98.33860556,1,1.0,1
19.040222,-98.459,1,1.0,1
18.503336,-100.0976556,13,2.0,2
19.692583,-99.61644444,1,1.0,2
21.317556,-88.10491667,7,1.0,3
19.093583,-99.51711111,1,1.0,2
19.476759,-98.66031968,1,1.0,2
19.984722,-99.9275,1,1.0,2
20.102972,-98.30555556,1,2.0,2
16.656667,-92.49247222,1,1.0,3
17.122889,-97.428,6,2.0,2
20.98369444,-103.974,1,2.0,1
16.009472,-93.47811111,1,2.0,2
19.171472,-100.0196944,1,1.0,2
19.776591,-98.32296833,1,1.0,2
17.03395556,-96.09650833,1,2.0,2
19.093222,-99.53622222,1,1.0,2
26.1836,-106.7943056,1,2.0,1
18.88133056,-99.86140556,1,2.0,2
21.943056,-103.7077778,1,1.0,1
19.3235,-98.68561111,1,1.0,1
19.266972,-98.09897222,1,1.0,1
17.978844,-101.1649139,1,2.0,2
19.274825,-99.42896111,1,1.0,1
31.210394,-110.3340639,7,2.0,1
20.15233056,-89.21419167,14,1.0,2
19.76405556,-97.66875,1,4.0,2
25.814294,-106.8057556,1,1.0,2
17.631708,-100.8666472,1,4.0,2
19.569167,-100.2085085,1,1.0,1
19.142722,-89.15411111,14,2.0,3
19.394278,-98.74091667,1,1.0,2
18.8525,-99.71138889,1,1.0,2
17.86728611,-100.6403694,1,4.0,2
19.090722,-99.63711111,1,1.0,1
15.043086,-92.62134167,15,2.0,2
19.33238056,-98.9927,4,1.0,1
16.836517,-93.467425,12,2.0,2
20.036389,-99.95416667,1,1.0,2
19.343047,-98.68731944,1,1.0,2
21.060361,-89.27272222,13,1.0,2
19.693889,-102.52425,1,1.0,2
14.903044,-92.55165556,6,2.0,3
19.117028,-99.19538889,1,1.0,1
16.219058,-93.77675556,1,4.0,2
26.413481,-106.3542889,1,2.0,2
19.286944,-98.07008333,1,1.0,1
19.299194,-98.74736111,1,1.0,1
25.45251944,-100.36145,1,7.0,2
19.379833,-101.2864167,1,1.0,1
19.575222,-99.53127778,1,1.0,2
19.9975,-103.3102778,1,2.0,1
18.723483,-100.1124361,1,2.0,2
19.766586,-99.70272778,1,1.0,2
18.94534722,-101.608025,1,4.0,3
20.823978,-103.3473222,13,1.0,1
19.662917,-102.4639722,1,2.0,3
19.001389,-99.64222222,1,1.0,2
16.010056,-96.44683333,1,2.0,1
16.34175,-93.91780556,1,2.0,2
15.042553,-92.72119722,6,2.0,3
20.0425,-99.81138889,1,1.0,2
22.973578,-104.584675,1,1.0,1
19.308917,-98.01441667,1,1.0,1
20.026111,-99.93861111,1,1.0,2
19.271361,-98.09722222,1,1.0,1
19.97924167,-104.2527389,1,2.0,1
19.680278,-99.71055556,1,1.0,2
24.293222,-99.89325,1,2.0,1
16.845139,-96.33025,1,4.0,2
25.883631,-106.7884472,1,1.0,2
19.38769444,-98.70497222,1,1.0,2
22.118028,-99.24052778,13,4.0,2
19.57975,-101.7634444,1,1.0,2
16.494319,-92.47605,1,2.0,2
18.93974167,-99.75532778,1,2.0,2
30.068339,-110.4400361,1,7.0,2
19.605472,-102.07675,1,1.0,2
18.948767,-87.89675833,14,4.0,2
19.178889,-97.35097222,4,1.0,1
28.814464,-101.5184444,4,4.0,2
21.215725,-103.5418444,13,2.0,1
19.380361,-97.85838889,4,1.0,1
19.248333,-100.1280278,1,1.0,1
19.164083,-100.0334444,1,1.0,2
20.72249167,-98.62087778,1,2.0,2
19.751028,-99.74616667,1,1.0,2
19.402972,-100.6292778,1,4.0,2
19.241083,-100.0693611,1,1.0,2
19.2465,-89.418528,14,4.0,2
19.054306,-99.99941667,1,1.0,2
19.094778,-98.85511111,1,1.0,3
19.53213056,-101.7924139,1,1.0,1
22.970119,-105.4718806,1,7.0,2
18.429483,-102.2197528,1,2.0,2
26.290903,-106.6227194,1,2.0,2
31.325317,-108.7081111,1,2.0,2
19.298639,-99.28714722,1,2.0,1
29.175475,-108.1585028,7,1.0,1
19.093694,-99.54191667,4,1.0,3
18.883444,-99.67786111,1,1.0,2
16.352333,-93.77591667,1,2.0,2
19.089833,-100.0466667,1,1.0,2
20.52983889,-104.3966611,1,1.0,1
19.435411,-104.0774583,1,4.0,2
20.34428333,-90.33948611,15,4.0,2
18.921194,-100.0286667,1,2.0,2
20.409869,-102.5701444,13,4.0,2
18.616833,-89.41344444,13,4.0,2
20.848556,-103.8514972,1,1.0,1
16.641944,-92.55722222,1,2.0,2
19.877111,-102.09125,1,1.0,2
18.032653,-96.91355,1,4.0,2
19.605556,-99.08083333,4,1.0,2
15.893056,-93.64797222,13,4.0,2
27.963444,-107.5904222,1,1.0,2
19.060194,-99.41747222,1,1.0,1
18.628889,-100.0479444,1,2.0,2
16.371644,-93.57231389,1,1.0,1
16.781136,-97.16451389,1,4.0,2
19.619806,-99.38002778,1,1.0,1
19.147028,-99.03872222,1,1.0,1
27.056444,-107.4467306,1,1.0,1
19.349167,-98.69025,1,1.0,2
16.884361,-95.27902778,1,4.0,2
16.300667,-94.03574444,12,4.0,2
19.228111,-98.04280556,1,1.0,1
25.771331,-106.734825,1,2.0,2
28.014911,-107.5132611,1,1.0,2
22.957931,-104.5135361,1,1.0,1
19.147342,-99.06528333,1,1.0,1
20.84592222,-99.23355556,1,4.0,2
24.522667,-100.2873611,4,2.0,2
23.842694,-105.2926944,1,1.0,1
19.758861,-99.44375,1,1.0,2
19.547111,-99.33077778,1,1.0,2
26.715064,-107.2903,1,4.0,2
19.630639,-101.2321944,1,1.0,1
15.198083,-92.78379722,3,4.0,3
18.848611,-88.82097222,14,7.0,2
17.132619,-99.76978056,1,2.0,2
19.355667,-102.2893889,1,1.0,2
20.748381,-89.59231111,14,2.0,2
27.640072,-107.9807306,1,4.0,2
19.716083,-97.42511111,1,1.0,1
19.33561389,-104.1245444,13,4.0,2
19.454869,-97.56555833,1,2.0,2
26.313222,-106.7478306,1,4.0,2
18.724583,-102.8210556,1,2.0,2
15.960486,-93.33860278,13,4.0,2
18.807667,-97.00030556,14,2.0,1
19.058514,-99.40600556,1,1.0,2
16.23435,-92.05461111,1,2.0,2
19.784222,-101.8523056,1,1.0,2
19.259069,-99.83011111,1,1.0,2
16.456167,-93.52783333,1,2.0,2
19.200328,-99.73877222,1,1.0,2
32.002017,-116.8278333,4,2.0,2
18.962083,-99.68786111,1,1.0,2
23.448167,-99.78688889,4,7.0,2
19.489175,-101.3488722,1,1.0,1
18.734389,-102.8288333,1,2.0,2
15.86373611,-92.90119444,1,2.0,2
20.601364,-87.90418056,14,1.0,2
19.126278,-99.90280556,1,1.0,2
16.748611,-92.60083333,1,2.0,2
18.750803,-88.69133056,14,7.0,2
21.607908,-88.00157222,16,2.0,3
22.11075,-103.2896667,13,1.0,1
19.783694,-99.53833333,1,1.0,2
29.131861,-100.8948333,5,1.0,2
16.245833,-93.892,13,2.0,2
18.02112778,-97.29232778,1,4.0,2
19.603417,-99.40138889,1,1.0,2
26.180136,-106.7616528,1,4.0,2
20.111194,-99.58186111,1,1.0,2
16.281211,-91.94175278,1,2.0,2
17.46955,-99.78750833,1,7.0,3
19.740481,-98.41161111,1,2.0,2
23.522028,-99.76716667,1,2.0,2
20.378308,-100.3361361,1,4.0,2
18.014222,-96.79755556,1,2.0,2
19.1475,-99.26922222,1,1.0,1
26.078583,-106.7964167,1,1.0,1
28.139067,-108.124075,1,2.0,1
19.154056,-99.28333333,1,1.0,1
26.43093056,-107.1953667,1,2.0,1
18.332186,-102.3552639,1,2.0,2
19.596306,-99.35311111,1,1.0,2
19.061806,-99.75941667,1,1.0,2
20.415006,-105.2985167,1,1.0,1
17.40281667,-97.81424167,1,7.0,3
20.029722,-99.90472222,1,1.0,1
16.35795,-93.87253333,1,1.0,1
27.70246944,-108.3053806,1,2.0,1
16.540203,-94.10768611,1,4.0,3
15.128317,-92.72825556,15,2.0,2
22.735469,-99.50583333,1,2.0,1
18.950917,-98.60936111,1,1.0,1
17.51958333,-92.89441667,13,4.0,2
19.635944,-89.36808333,14,7.0,2
19.31583889,-104.1182583,1,4.0,2
18.879139,-99.68247222,1,2.0,2
20.815606,-103.7970444,1,1.0,1
15.405,-92.31527778,1,4.0,2
19.629694,-101.181325,1,2.0,2
22.565821,-104.3287847,1,2.0,1
20.210383,-89.21381389,14,1.0,2
19.689142,-97.43940556,1,1.0,1
19.074928,-98.67578056,10,2.0,2
18.995306,-99.36144444,1,1.0,2
16.287278,-92.05580556,1,1.0,1
19.696125,-98.28171111,1,2.0,2
19.559306,-99.16210556,4,1.0,1
19.133194,-101.65425,1,1.0,1
26.20648333,-107.5618361,1,7.0,2
19.685175,-102.0122722,1,1.0,1
29.011167,-110.3200556,7,2.0,1
16.339939,-93.75096111,1,4.0,2
19.045736,-103.8621,13,7.0,2
19.214722,-101.4470472,1,1.0,2
31.557817,-116.4216361,2,1.0,2
19.164956,-98.66996667,1,2.0,2
16.666278,-92.59213889,1,4.0,2
19.45172778,-99.394525,1,1.0,1
31.667667,-116.5066667,2,1.0,2
19.400661,-98.68366111,1,1.0,2
19.1705,-99.31902778,1,1.0,2
26.259036,-106.6818111,1,1.0,1
25.133975,-100.6038639,4,2.0,1
19.187775,-99.82275,1,1.0,2
22.009556,-98.941,13,4.0,2
20.27025,-89.44936111,13,2.0,1
17.110914,-99.14828889,1,7.0,2
19.636694,-102.0716667,1,1.0,2
15.86259444,-92.612575,1,4.0,1
15.829456,-93.42734167,13,7.0,2
15.916528,-96.79519444,14,2.0,2
16.255783,-92.16088056,1,1.0,1
19.331917,-98.66272222,1,1.0,2
16.503028,-93.02838889,13,4.0,2
19.248139,-99.88433333,1,1.0,1
19.884675,-103.0628056,1,1.0,1
16.320772,-96.36202222,1,2.0,2
18.931333,-99.69858333,1,1.0,2
15.080333,-92.67769444,6,2.0,3
17.404122,-91.41768333,13,2.0,2
19.960222,-99.81469444,1,1.0,2
19.392333,-99.45919444,1,1.0,2
19.16454722,-100.2840472,1,1.0,2
19.349694,-98.66069444,1,1.0,1
20.11675,-105.0266111,1,2.0,2
19.576056,-99.39580556,1,1.0,1
15.096364,-92.67235833,15,2.0,2
19.440417,-101.94875,1,1.0,2
19.124956,-99.08408056,7,1.0,1
20.171388,-103.6683511,1,1.0,1
16.169672,-93.11837222,13,2.0,1
19.590306,-99.14983333,4,1.0,1
16.739222,-92.78413889,1,4.0,2
19.337306,-99.41794444,1,1.0,2
27.040803,-107.9667861,1,2.0,1
18.684989,-102.6708028,1,2.0,2
20.188833,-98.06106389,1,1.0,1
21.484069,-103.6137722,1,1.0,1
19.720583,-101.8208889,1,1.0,2
16.802792,-93.02649444,14,7.0,3
19.389806,-98.69744444,1,1.0,2
18.85628056,-103.1477194,1,2.0,2
19.492389,-100.1361667,1,1.0,2
18.969417,-99.74658333,1,1.0,3
19.2685,-98.10177778,1,1.0,1
18.98925,-98.10913889,1,1.0,1
16.724139,-93.97,1,7.0,2
20.354417,-89.83602778,14,4.0,2
17.75635,-98.38968611,13,4.0,2
21.388436,-99.12208333,1,7.0,2
25.846608,-106.7863556,1,1.0,2
19.191944,-99.24758333,1,1.0,1
18.9515,-99.71355556,1,1.0,2
17.520786,-98.82425278,1,4.0,2
16.300919,-94.058475,14,4.0,2
21.771494,-103.9227972,1,7.0,2
19.60711111,-99.45088056,1,1.0,1
19.189694,-99.19908611,1,1.0,1
20.876083,-90.16355556,13,7.0,2
27.427561,-107.9462,1,4.0,2
20.865417,-103.4241389,1,1.0,1
21.149611,-98.88830556,13,2.0,1
17.162653,-99.15870278,1,4.0,2
19.691611,-101.0986667,7,1.0,1
16.270178,-97.13468889,1,4.0,1
17.889722,-90.28022222,14,2.0,2
16.944167,-95.78805556,1,2.0,2
19.00575,-100.0321667,1,1.0,1
20.7835,-89.82031389,14,4.0,2
19.391194,-100.3155,1,7.0,2
18.37924722,-92.51766111,15,2.0,1
18.988303,-101.8045,13,2.0,2
31.928383,-116.0429944,2,1.0,2
15.352,-92.24925,1,2.0,1
21.54194444,-102.2202778,13,1.0,1
19.593364,-99.14011667,1,1.0,2
27.71829722,-107.6574278,1,4.0,2
19.411111,-101.9769444,1,2.0,2
21.154667,-90.02752778,3,4.0,2
27.612156,-107.6483444,1,1.0,2
19.032444,-101.8176111,1,1.0,1
20.876453,-100.8823583,1,2.0,2
20.804944,-90.216,13,7.0,2
18.941153,-100.0470028,1,1.0,2
19.57785,-104.1016861,1,7.0,2
16.026694,-93.42507778,1,2.0,1
28.05515,-107.8274056,1,1.0,1
16.920006,-93.48926944,13,4.0,3
26.427358,-107.6003167,1,2.0,2
15.806225,-93.00355556,1,4.0,2
19.205083,-100.1083611,1,1.0,2
18.895556,-99.7575,1,1.0,2
19.002417,-99.62933333,1,1.0,2
19.283,-98.0735,1,1.0,1
20.406047,-102.5856556,1,1.0,1
19.473167,-99.31352778,1,1.0,1
15.758536,-92.87203889,1,1.0,2
19.165278,-99.92927778,1,1.0,1
22.9487,-103.2784667,7,1.0,2
19.325556,-98.67588889,1,1.0,2
21.998194,-99.38175,13,4.0,2
25.857024,-107.6087231,1,2.0,1
16.074417,-93.51380556,1,2.0,2
20.181028,-103.3460556,1,7.0,2
28.2025,-108.2257778,1,1.0,1
19.29275,-99.26731722,1,2.0,1
17.595844,-99.5987,1,7.0,2
17.384439,-95.41388611,1,4.0,2
19.288972,-100.2595278,1,1.0,1
19.114056,-99.19913889,7,1.0,1
27.348989,-107.9692833,1,4.0,2
19.21069444,-99.81888889,1,1.0,1
26.587906,-106.4392056,1,1.0,1
19.213889,-103.9625,14,2.0,2
19.278111,-100.0563611,1,1.0,2
17.131111,-97.12722222,1,2.0,2
16.051072,-93.17245278,1,2.0,2
23.359778,-99.59361111,4,7.0,2
18.28885,-96.68836389,13,4.0,2
19.356328,-98.71397431,1,2.0,2
31.191042,-115.9644167,2,2.0,2
16.9931,-93.8324,13,7.0,2
19.31960278,-99.03246111,4,2.0,1
26.635075,-107.9681694,1,7.0,2
21.176833,-89.33888889,13,4.0,2
15.106333,-92.71347778,15,2.0,2
16.681222,-94.01766667,1,7.0,3
16.935917,-93.74855556,14,4.0,2
16.214417,-96.25863889,1,4.0,2
19.231472,-99.44663889,1,1.0,2
20.341978,-100.3725722,7,1.0,1
19.702994,-97.43604444,1,2.0,1
19.89978333,-102.0826361,1,2.0,2
27.124161,-106.9917917,1,4.0,2
19.442111,-89.34844444,14,7.0,2
19.57575,-99.39747222,1,1.0,2
19.018778,-100.0797778,1,2.0,2
19.642111,-100.21725,1,1.0,2
19.30847222,-104.1216722,1,4.0,2
16.597306,-93.58843333,1,2.0,2
19.245292,-99.95465278,1,1.0,2
15.70619167,-92.99088056,1,7.0,3
29.491975,-107.0699417,1,7.0,2
18.955083,-99.84197222,1,1.0,2
18.142775,-98.97444722,1,4.0,2
20.415928,-103.4452222,13,1.0,1
19.680861,-99.53408333,1,1.0,2
19.398494,-98.80885,1,1.0,2
16.837072,-97.12237222,1,4.0,2
22.690278,-104.5680556,1,7.0,1
16.33855556,-91.13068056,13,7.0,3
18.868549,-99.91828505,1,7.0,3
21.00745,-101.3914222,4,1.0,2
19.642111,-102.4451944,1,1.0,2
16.009139,-93.18780556,1,2.0,2
15.133317,-92.73425556,3,4.0,3
21.903275,-102.5230167,7,1.0,1
19.227778,-102.1727778,13,2.0,1
15.021886,-92.57696667,15,4.0,2
20.011167,-99.92063889,1,1.0,2
19.193028,-101.7934722,1,2.0,1
16.440722,-93.68145,1,4.0,2
19.889472,-99.93328333,1,1.0,3
16.911333,-94.59186111,1,4.0,2
20.423972,-104.1583611,1,2.0,2
27.80405278,-107.5095944,1,1.0,2
26.769275,-107.1002361,1,1.0,2
19.58475,-100.2009167,1,1.0,2
14.935061,-92.61310556,15,4.0,2
20.632539,-87.92559167,14,1.0,2
19.384917,-97.68986111,1,2.0,3
19.305278,-100.1030833,1,1.0,1
16.839825,-93.91643056,1,4.0,2
26.384206,-107.2352528,1,2.0,1
18.439036,-92.50496667,16,4.0,1
25.947608,-100.5264278,4,4.0,2
17.863111,-100.4348083,1,7.0,2
18.831556,-99.83147815,1,1.0,2
19.812556,-101.5377222,1,1.0,2
16.92165556,-93.57388611,13,4.0,3
19.682194,-97.48988889,1,1.0,1
19.762667,-101.79525,1,1.0,2
15.044167,-92.59886667,15,4.0,2
26.395944,-107.2363056,1,1.0,1
19.184222,-97.96872222,1,1.0,1
17.2025,-97.49305556,1,4.0,2
19.467972,-97.81352778,1,2.0,2
21.816829,-101.2953761,1,4.0,2
19.014306,-99.90069444,1,1.0,2
19.145953,-99.00235833,1,1.0,1
18.846111,-99.71416667,1,1.0,2
19.363778,-98.70719444,1,1.0,2
15.7412,-92.83993333,1,4.0,2
17.66083889,-99.76352778,1,4.0,1
18.593189,-99.6047,1,2.0,1
17.04953056,-92.88745,1,4.0,1
27.73082778,-107.6308833,1,1.0,1
19.583194,-100.2012778,1,1.0,2
19.604944,-101.1611667,1,1.0,2
16.192889,-93.52930556,1,2.0,2
22.73075833,-102.5365833,4,1.0,1
19.637222,-97.17555556,1,1.0,1
18.339028,-89.16011111,14,4.0,2
17.153533,-99.75890556,1,4.0,2
19.242083,-100.1260833,1,1.0,2
15.525747,-92.93308333,14,4.0,2
19.672389,-99.39375,1,1.0,2
22.518444,-99.41202778,1,1.0,1
31.39328611,-115.8581667,2,4.0,2
23.807111,-104.4676389,7,2.0,1
18.951667,-99.83891667,1,1.0,2
19.751056,-101.7776944,1,1.0,2
19.376472,-98.6705,1,1.0,2
19.236944,-97.97366667,1,1.0,1
21.112919,-89.34058056,13,2.0,2
19.540947,-100.0975278,1,1.0,2
27.718639,-107.8384444,1,4.0,2
19.496894,-100.1236556,1,1.0,1
20.360017,-104.0036917,1,2.0,1
16.123778,-93.75069444,13,4.0,2
19.727639,-102.0,1,1.0,2
19.556733,-99.093775,4,1.0,1
19.509194,-99.50463889,1,1.0,2
19.066083,-99.3235,1,1.0,2
16.202611,-92.20355556,13,2.0,2
21.410972,-101.5171111,7,1.0,1
19.294694,-98.75855556,1,1.0,2
18.929053,-100.0411222,1,2.0,3
19.669333,-102.0887778,1,1.0,2
18.963706,-89.03990556,14,7.0,2
24.279194,-100.2754444,4,2.0,2
21.456667,-99.21941667,1,4.0,2
19.163467,-99.27039444,1,1.0,1
24.521389,-100.0365278,1,1.0,2
19.591444,-99.359,1,1.0,1
19.656083,-99.40191667,1,1.0,2
19.692056,-101.9456667,1,1.0,2
26.492778,-106.4825556,1,1.0,1
16.24738889,-93.77794444,1,2.0,2
16.366389,-93.56472222,1,2.0,2
15.297597,-92.94429444,15,2.0,2
30.686128,-109.7993,1,4.0,2
19.574978,-99.106975,4,1.0,1
19.316417,-99.96275,1,1.0,2
19.044694,-98.47658333,1,1.0,1
25.005111,-100.2681944,1,1.0,2
19.066444,-99.45147222,1,1.0,2
19.429333,-98.70325,1,1.0,3
19.647583,-102.07475,1,1.0,2
23.493439,-100.5172861,4,2.0,1
19.991667,-99.88472222,1,1.0,2
18.938667,-99.9775,1,2.0,2
16.206031,-92.08275278,1,2.0,2
16.582222,-92.51861111,1,1.0,3
19.7703,-98.38546306,1,2.0,2
19.278,-100.22,1,1.0,2
19.189111,-99.70127778,1,2.0,3
19.748167,-99.63702778,1,1.0,2
24.87111111,-105.2005556,1,7.0,2
18.942222,-99.75527778,1,1.0,2
19.342369,-98.66386111,1,1.0,1
19.242725,-101.4699472,1,1.0,2
19.273056,-102.0627778,1,2.0,2
24.271968,-106.4794206,1,4.0,2
19.586944,-97.24277778,1,1.0,1
19.310556,-98.72797222,1,1.0,1
18.649178,-103.1192861,1,1.0,2
19.508056,-101.8844167,1,1.0,2
16.557972,-93.59697222,1,7.0,2
19.878583,-102.4026667,1,1.0,2
15.248164,-92.88248333,3,2.0,3
19.788139,-102.4130278,1,4.0,2
18.827972,-100.4988806,1,1.0,3
19.3835,-98.66563889,1,1.0,2
17.061697,-98.27648889,1,4.0,2
19.916338,-103.1759203,1,2.0,2
16.786867,-96.92038889,1,2.0,2
23.3835,-104.956,1,4.0,1
19.297417,-100.1082778,1,1.0,2
